Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t55,0.0,0.0,0.0,0.0,2496.1582510658045,1.501980495588933,225.2992381495459,42.60206979050483,0.0
t56,0.0,0.0,0.0,0.0,2495.972854936142,1.4997973437725238,225.0914298238295,42.41219045177374,0.0
t57,0.0,0.0,0.0,0.0,2495.8138343005166,1.497706180557034,224.87075643901846,42.30377522448212,0.0
t58,0.0,0.0,0.0,0.0,2495.657023181558,1.4955650713182096,224.66365994363645,42.214804723579505,0.0
t59,0.0,0.0,0.0,0.0,2495.5159196176533,1.4934595252727128,224.45667642236305,42.11867341205936,0.0
t60,0.0,0.0,0.0,0.0,2495.390701999825,1.4913883076269572,224.2493589032206,42.05567691360553,0.0
t61,0.0,0.0,0.0,0.0,2495.291564512201,1.4894283193796587,224.04395455729036,41.57859036904971,0.0
t62,0.0,0.0,0.0,0.0,2495.209386615874,1.4874185301000213,223.83835852472725,41.1247275341493,0.0
t63,0.0,0.0,0.0,0.0,2495.157992507448,1.4854743984065855,223.6309903151312,41.51415061426668,0.0
t64,0.0,0.0,0.0,0.0,2495.1369727715714,1.4835877669049444,223.42349477609113,41.718534819200585,0.0
t65,0.0,0.0,0.0,0.0,2495.163364713101,1.481778560227407,223.2101656633061,41.88693526969692,0.0
t66,0.0,0.0,0.0,0.0,2495.20098000884,1.4799716006154175,222.99830283842408,41.66837041454699,0.0
t67,0.0,0.0,0.0,0.0,2495.2695922922885,1.4781646221997706,222.7862566575605,41.408063196735405,0.0
t68,0.0,0.0,0.0,0.0,2495.3707703609016,1.4763508932719336,222.56844229640495,41.15085962570719,0.0
t69,0.0,0.0,0.0,0.0,2495.524296640313,1.474539238382908,222.35045528161234,40.98061972892236,0.0
t70,0.0,0.0,0.0,0.0,2495.6881897507624,1.4727188365906179,222.13277371263487,40.85035711757918,0.0
